item,object,implicit_sentence,sentence_text,explicit_sentence,explicit_text,match,dataset,log_prob,model_name,n_params
56,eagle,a,There was an eagle in the nest.,b,The eagle's wings were outstretched.,mismatch,pecher2006,-1.7675886729120975,EleutherAI/pythia-1.4b,1414647808
41,egg,a,There was an egg in the refrigerator.,a,The egg was whole.,match,pecher2006,-2.5069196701049803,EleutherAI/pythia-1.4b,1414647808
41,egg,a,There was an egg in the refrigerator.,b,The egg was frying.,mismatch,pecher2006,-3.0002960443496702,EleutherAI/pythia-1.4b,1414647808
48,fish,a,There was a fish in the pond.,a,The fish was whole.,match,pecher2006,-2.969633150100708,EleutherAI/pythia-1.4b,1414647808
48,fish,a,There was a fish in the pond.,b,The fish was filetted.,mismatch,pecher2006,-4.299479390893664,EleutherAI/pythia-1.4b,1414647808
22,frog,a,There was a frog in the field.,a,The frog's legs were folded.,match,pecher2006,-2.7806426286697388,EleutherAI/pythia-1.4b,1414647808
22,frog,a,There was a frog in the field.,b,The frog's legs were outstretched.,mismatch,pecher2006,-1.9846573156731513,EleutherAI/pythia-1.4b,1414647808
13,garbage bag,a,There was a garbage bag in the cupboard.,a,The garbage bag was empty.,match,pecher2006,-2.0799462844928107,EleutherAI/pythia-1.4b,1414647808
13,garbage bag,a,There was a garbage bag in the cupboard.,b,The garbage bag was full.,mismatch,pecher2006,-2.275869051615397,EleutherAI/pythia-1.4b,1414647808
14,goose,a,There was a goose in the field.,a,The goose's wings were folded.,match,pecher2006,-2.552984335592815,EleutherAI/pythia-1.4b,1414647808
14,goose,a,There was a goose in the field.,b,The goose's wings were outstretched.,mismatch,pecher2006,-2.057099422730971,EleutherAI/pythia-1.4b,1414647808
37,hockey,a,There was a hockey player on the ice.,a,The hockey player was standing.,match,pecher2006,-2.6753915113707385,EleutherAI/pythia-1.4b,1414647808
37,hockey,a,There was a hockey player on the ice.,b,The hockey player was sitting.,mismatch,pecher2006,-2.8284052573144436,EleutherAI/pythia-1.4b,1414647808
2,horse,a,There was a horse in the stable.,a,The horse was standing.,match,pecher2006,-2.3093034625053406,EleutherAI/pythia-1.4b,1414647808
2,horse,a,There was a horse in the stable.,b,The horse was sitting.,mismatch,pecher2006,-2.724708878993988,EleutherAI/pythia-1.4b,1414647808
29,hose,a,There was a hose on the wall.,a,The hose was coiled.,match,pecher2006,-2.4946730276569724,EleutherAI/pythia-1.4b,1414647808
29,hose,a,There was a hose on the wall.,b,The hose was extended.,mismatch,pecher2006,-3.179667341709137,EleutherAI/pythia-1.4b,1414647808
15,ice,a,There was ice in the glass.,a,The ice was shaped into ice cubes.,match,pecher2006,-2.8133003301918507,EleutherAI/pythia-1.4b,1414647808
15,ice,a,There was ice in the glass.,b,The ice was shaped into icicles.,mismatch,pecher2006,-2.7912663496099412,EleutherAI/pythia-1.4b,1414647808
33,ketchup,a,There was ketchup on the table.,a,The ketchup was in a bottle.,match,pecher2006,-1.6403811556907992,EleutherAI/pythia-1.4b,1414647808
33,ketchup,a,There was ketchup on the table.,b,The ketchup was in a dollop.,mismatch,pecher2006,-2.1578070148359982,EleutherAI/pythia-1.4b,1414647808
19,lamp,a,There was a lamp on the floor.,a,The lamp was tall.,match,pecher2006,-2.661561369895935,EleutherAI/pythia-1.4b,1414647808
19,lamp,a,There was a lamp on the floor.,b,The lamp was short.,mismatch,pecher2006,-3.051059865951538,EleutherAI/pythia-1.4b,1414647808
49,lemon,a,There was a lemon in the tree.,a,The lemon was whole.,match,pecher2006,-2.70852370262146,EleutherAI/pythia-1.4b,1414647808
49,lemon,a,There was a lemon in the tree.,b,The lemon was sliced.,mismatch,pecher2006,-2.9555553913116457,EleutherAI/pythia-1.4b,1414647808
38,lime,a,There was a lime in the produce section.,a,The lime was whole.,match,pecher2006,-3.0774536967277526,EleutherAI/pythia-1.4b,1414647808
38,lime,a,There was a lime in the produce section.,b,The lime was sliced.,mismatch,pecher2006,-3.3032712817192076,EleutherAI/pythia-1.4b,1414647808
57,lobster,a,There was a lobster in the sea.,a,The lobster was whole.,match,pecher2006,-2.3586370969812074,EleutherAI/pythia-1.4b,1414647808
57,lobster,a,There was a lobster in the sea.,b,The lobster was in pieces.,mismatch,pecher2006,-2.2068298906087875,EleutherAI/pythia-1.4b,1414647808
20,map,a,There was a map in the glove compartment.,a,The map was folded.,match,pecher2006,-2.616249680519104,EleutherAI/pythia-1.4b,1414647808
20,map,a,There was a map in the glove compartment.,b,The map was spread out.,mismatch,pecher2006,-2.8738966087500253,EleutherAI/pythia-1.4b,1414647808
8,match,a,There was a match in the box.,a,The match was fresh.,match,pecher2006,-3.7830535173416138,EleutherAI/pythia-1.4b,1414647808
8,match,a,There was a match in the box.,b,The match was burned.,mismatch,pecher2006,-4.3093116760253904,EleutherAI/pythia-1.4b,1414647808
42,mushroom,a,There was a mushroom in the forest.,a,The mushroom was whole.,match,pecher2006,-2.9066376447677613,EleutherAI/pythia-1.4b,1414647808
42,mushroom,a,There was a mushroom in the forest.,b,The mushroom was sliced.,mismatch,pecher2006,-3.4570791006088255,EleutherAI/pythia-1.4b,1414647808
43,newspaper,a,There was a newspaper on the driveway.,a,The newspaper was rolled up.,match,pecher2006,-2.7975942542155585,EleutherAI/pythia-1.4b,1414647808
43,newspaper,a,There was a newspaper on the driveway.,b,The newspaper was flat.,mismatch,pecher2006,-3.4946618556976317,EleutherAI/pythia-1.4b,1414647808
50,onion,a,There was an onion in the basket.,a,The onion was whole.,match,pecher2006,-2.763599920272827,EleutherAI/pythia-1.4b,1414647808
50,onion,a,There was an onion in the basket.,b,The onion was sliced.,mismatch,pecher2006,-2.922192645072937,EleutherAI/pythia-1.4b,1414647808
9,owl,a,There was an owl in the barn.,a,The owl's wings were folded.,match,pecher2006,-2.1223908490501344,EleutherAI/pythia-1.4b,1414647808
9,owl,a,There was an owl in the barn.,b,The owl's wings were outstretched.,mismatch,pecher2006,-1.7499254107009619,EleutherAI/pythia-1.4b,1414647808
23,paint,a,There was paint in the store.,a,The paint was in a can.,match,pecher2006,-2.1466490030288696,EleutherAI/pythia-1.4b,1414647808
23,paint,a,There was paint in the store.,b,The paint was in a smear.,mismatch,pecher2006,-3.0829059226172313,EleutherAI/pythia-1.4b,1414647808
44,pineapple,a,There was a pineapple on the plant.,a,The pineapple was whole.,match,pecher2006,-2.4297514148056507,EleutherAI/pythia-1.4b,1414647808
44,pineapple,a,There was a pineapple on the plant.,b,The pineapple was in chunks.,mismatch,pecher2006,-2.662417121231556,EleutherAI/pythia-1.4b,1414647808
10,pumpkin,a,There was a pumpkin on the cart.,a,The pumpkin was whole.,match,pecher2006,-2.8401358246803285,EleutherAI/pythia-1.4b,1414647808
10,pumpkin,a,There was a pumpkin on the cart.,b,The pumpkin was carved.,mismatch,pecher2006,-2.6841576218605043,EleutherAI/pythia-1.4b,1414647808
45,sailboat,a,There was a sailboat on the trailer.,a,The sailboat's sails were down.,match,pecher2006,-2.083545845001936,EleutherAI/pythia-1.4b,1414647808
45,sailboat,a,There was a sailboat on the trailer.,b,The sailboat's sails were up.,mismatch,pecher2006,-2.1156573332846165,EleutherAI/pythia-1.4b,1414647808
3,scarf,a,There was a scarf on the rack.,a,The scarf was hanging.,match,pecher2006,-3.2613383531570435,EleutherAI/pythia-1.4b,1414647808
3,scarf,a,There was a scarf on the rack.,b,The scarf was crumpled.,mismatch,pecher2006,-2.2178940661916777,EleutherAI/pythia-1.4b,1414647808
58,shirt,a,There was a shirt on the hanger.,a,The shirt was hanging.,match,pecher2006,-3.2241916060447693,EleutherAI/pythia-1.4b,1414647808
58,shirt,a,There was a shirt on the hanger.,b,The shirt was folded.,mismatch,pecher2006,-2.8495094656944273,EleutherAI/pythia-1.4b,1414647808
4,shoelace,a,There was a shoelace in the package.,a,The shoelace was coiled.,match,pecher2006,-2.056932238767331,EleutherAI/pythia-1.4b,1414647808
4,shoelace,a,There was a shoelace in the package.,b,The shoelace was tied.,mismatch,pecher2006,-1.7132026365808477,EleutherAI/pythia-1.4b,1414647808
30,soap,a,There was soap in the dish.,a,The soap was in a bar.,match,pecher2006,-2.537288248538971,EleutherAI/pythia-1.4b,1414647808
30,soap,a,There was soap in the dish.,b,The soap was in a lather.,mismatch,pecher2006,-2.5364229157567024,EleutherAI/pythia-1.4b,1414647808
59,spaghetti,a,There was spaghetti in the box.,a,The spaghetti was straight.,match,pecher2006,-2.2382581915756288,EleutherAI/pythia-1.4b,1414647808
59,spaghetti,a,There was spaghetti in the box.,b,The spaghetti was curvy.,mismatch,pecher2006,-2.522579565695196,EleutherAI/pythia-1.4b,1414647808
11,squid,a,There was a squid in the water.,a,The squid was alive.,match,pecher2006,-1.640645529764394,EleutherAI/pythia-1.4b,1414647808
11,squid,a,There was a squid in the water.,b,The squid was cooked.,mismatch,pecher2006,-2.436643000381688,EleutherAI/pythia-1.4b,1414647808
5,staple,a,There was a staple in the machine.,a,The staple was U-shaped.,match,pecher2006,-2.683874788028853,EleutherAI/pythia-1.4b,1414647808
5,staple,a,There was a staple in the machine.,b,The staple was clamped inward.,mismatch,pecher2006,-3.821240710360663,EleutherAI/pythia-1.4b,1414647808
26,sugar,a,There was sugar on the table.,a,The sugar was in a dispenser.,match,pecher2006,-2.8464693499845453,EleutherAI/pythia-1.4b,1414647808
26,sugar,a,There was sugar on the table.,b,The sugar was in a heap.,mismatch,pecher2006,-3.256189022745405,EleutherAI/pythia-1.4b,1414647808
16,swiss knife,a,There was a swiss knife in his pocket.,a,The swiss knife was closed.,match,pecher2006,-2.376208863088063,EleutherAI/pythia-1.4b,1414647808
16,swiss knife,a,There was a swiss knife in his pocket.,b,The swiss knife was open.,mismatch,pecher2006,-2.2193211104188646,EleutherAI/pythia-1.4b,1414647808
31,tape,a,There was tape on the shelf.,a,There tape was on a roll.,match,pecher2006,-4.4597157921109885,EleutherAI/pythia-1.4b,1414647808
31,tape,a,There was tape on the shelf.,b,The tape was in a strip.,mismatch,pecher2006,-2.715878461088453,EleutherAI/pythia-1.4b,1414647808
27,tinfoil,a,There was tinfoil in the drawer.,a,The tinfoil was rolled up.,match,pecher2006,-2.1360906886402518,EleutherAI/pythia-1.4b,1414647808
27,tinfoil,a,There was tinfoil in the drawer.,b,The tinfoil was crumpled up.,mismatch,pecher2006,-1.8109857935924083,EleutherAI/pythia-1.4b,1414647808
60,tissue,a,There was a tissue in the box.,a,The tissue was rectangular.,match,pecher2006,-3.257492685317993,EleutherAI/pythia-1.4b,1414647808
60,tissue,a,There was a tissue in the box.,b,The tissue was balled up.,mismatch,pecher2006,-2.3014624837253774,EleutherAI/pythia-1.4b,1414647808
46,tomato,a,There was a tomato on the vine.,a,The tomato was whole.,match,pecher2006,-2.9638593435287475,EleutherAI/pythia-1.4b,1414647808
46,tomato,a,There was a tomato on the vine.,b,The tomato was sliced.,mismatch,pecher2006,-3.1926573753356933,EleutherAI/pythia-1.4b,1414647808
51,towel,a,There was a towel on the floor.,a,The towel was crumpled.,match,pecher2006,-1.969326572060319,EleutherAI/pythia-1.4b,1414647808
51,towel,a,There was a towel on the floor.,b,The towel was hanging.,mismatch,pecher2006,-3.52422456741333,EleutherAI/pythia-1.4b,1414647808
17,umbrella,a,There was an umbrella in her bag.,a,The umbrella was closed.,match,pecher2006,-2.645985245704651,EleutherAI/pythia-1.4b,1414647808
17,umbrella,a,There was an umbrella in her bag.,b,The umbrella was open.,mismatch,pecher2006,-2.3657198667526247,EleutherAI/pythia-1.4b,1414647808
24,walnut,a,There was a walnut on the tree.,a,The walnut was whole.,match,pecher2006,-2.372132604320844,EleutherAI/pythia-1.4b,1414647808
24,walnut,a,There was a walnut on the tree.,b,The walnut was chopped.,mismatch,pecher2006,-2.771431550383568,EleutherAI/pythia-1.4b,1414647808
52,watermelon,a,There was a watermelon in the garden.,a,The watermelon was whole.,match,pecher2006,-2.4163113168130317,EleutherAI/pythia-1.4b,1414647808
52,watermelon,a,There was a watermelon in the garden.,b,The watermelon was sliced.,mismatch,pecher2006,-2.4524684281398854,EleutherAI/pythia-1.4b,1414647808
6,wheat,a,There was wheat in the field.,a,The wheat was in stalks.,match,pecher2006,-2.456850928489335,EleutherAI/pythia-1.4b,1414647808
6,wheat,a,There was wheat in the field.,b,The wheat was in grains.,mismatch,pecher2006,-2.9887708922227225,EleutherAI/pythia-1.4b,1414647808
34,wool,a,There was wool in the basket.,a,The wool was in a ball.,match,pecher2006,-2.5068687200546265,EleutherAI/pythia-1.4b,1414647808
34,wool,a,There was wool in the basket.,b,The wool was knitted.,mismatch,pecher2006,-2.629868964354197,EleutherAI/pythia-1.4b,1414647808
25,zodiac,a,There was a zodiac in the ocean.,a,The zodiac was deflated.,match,pecher2006,-2.4813077830476686,EleutherAI/pythia-1.4b,1414647808
25,zodiac,a,There was a zodiac in the ocean.,b,The zodiac was inflated.,mismatch,pecher2006,-2.650038796743112,EleutherAI/pythia-1.4b,1414647808
35,airplane,b,There was an airplane in the sky.,a,The airplane's wheels were down.,mismatch,pecher2006,-3.114566343171256,EleutherAI/pythia-1.4b,1414647808
35,airplane,b,There was an airplane in the sky.,b,The airplane's wheels were retracted.,match,pecher2006,-3.444365680217743,EleutherAI/pythia-1.4b,1414647808
53,apple,b,There was apple in the salad.,a,The apple was whole.,mismatch,pecher2006,-2.8529709339141847,EleutherAI/pythia-1.4b,1414647808
53,apple,b,There was apple in the salad.,b,The apple was sliced.,match,pecher2006,-2.8584730863571166,EleutherAI/pythia-1.4b,1414647808
1,apple pie,b,There was apple pie on the plate.,a,The apple pie was whole.,mismatch,pecher2006,-2.718983235458533,EleutherAI/pythia-1.4b,1414647808
1,apple pie,b,There was apple pie on the plate.,b,The apple pie was sliced.,match,pecher2006,-2.6509079560637474,EleutherAI/pythia-1.4b,1414647808
21,avocado,b,There was avocado in the dish.,a,The avocado was whole.,mismatch,pecher2006,-2.370184337409834,EleutherAI/pythia-1.4b,1414647808
21,avocado,b,There was avocado in the dish.,b,The avocado was slided.,match,pecher2006,-4.2556379825941155,EleutherAI/pythia-1.4b,1414647808
39,balloon,b,There was a balloon in the air.,a,The balloon was deflated.,mismatch,pecher2006,-2.025238315264384,EleutherAI/pythia-1.4b,1414647808
39,balloon,b,There was a balloon in the air.,b,The balloon was inflated.,match,pecher2006,-2.140032482147217,EleutherAI/pythia-1.4b,1414647808
32,banana,b,There was banana on the pancake.,a,The banana was whole.,mismatch,pecher2006,-2.80840083360672,EleutherAI/pythia-1.4b,1414647808
32,banana,b,There was banana on the pancake.,b,The banana was sliced.,match,pecher2006,-2.6857383847236633,EleutherAI/pythia-1.4b,1414647808
47,book,b,There was a book on the photocopier.,a,The book was closed.,mismatch,pecher2006,-2.4290087819099426,EleutherAI/pythia-1.4b,1414647808
47,book,b,There was a book on the photocopier.,b,The book was open.,match,pecher2006,-2.3605127573013305,EleutherAI/pythia-1.4b,1414647808
40,bread,b,There was bread in the toaster.,a,The bread was in a loaf.,mismatch,pecher2006,-2.3947130101067677,EleutherAI/pythia-1.4b,1414647808
40,bread,b,There was bread in the toaster.,b,The bread was in a slice.,match,pecher2006,-2.497540150369917,EleutherAI/pythia-1.4b,1414647808
12,carrot,b,There was carrot in the curry.,a,The carrot was whole.,mismatch,pecher2006,-3.1502968311309814,EleutherAI/pythia-1.4b,1414647808
12,carrot,b,There was carrot in the curry.,b,The carrot was sliced.,match,pecher2006,-3.241719150543213,EleutherAI/pythia-1.4b,1414647808
28,cheesecake,b,There was cheesecake for the guest.,a,The cheesecake was whole.,mismatch,pecher2006,-2.822717582308022,EleutherAI/pythia-1.4b,1414647808
28,cheesecake,b,There was cheesecake for the guest.,b,The cheesecake was sliced.,match,pecher2006,-2.5681477452827886,EleutherAI/pythia-1.4b,1414647808
36,chicken,b,There was chicken in the oven.,a,The chicken was alive.,mismatch,pecher2006,-2.6486942529678346,EleutherAI/pythia-1.4b,1414647808
36,chicken,b,There was chicken in the oven.,b,The chicken was plucked.,match,pecher2006,-2.692092647155126,EleutherAI/pythia-1.4b,1414647808
54,cigarette,b,There was a cigarette in the ashtray.,a,The cigarette was intact.,mismatch,pecher2006,-3.133198344707489,EleutherAI/pythia-1.4b,1414647808
54,cigarette,b,There was a cigarette in the ashtray.,b,The cigarette was crushed.,match,pecher2006,-2.99489449262619,EleutherAI/pythia-1.4b,1414647808
7,coat,b,There was a coat on the floor.,a,The coat was hanging.,mismatch,pecher2006,-3.097961115837097,EleutherAI/pythia-1.4b,1414647808
7,coat,b,There was a coat on the floor.,b,The coat was crumpled.,match,pecher2006,-1.8913777617604606,EleutherAI/pythia-1.4b,1414647808
55,corn,b,There was corn in the cooking pot.,a,The corn was on the cob,mismatch,pecher2006,-2.0990733355283737,EleutherAI/pythia-1.4b,1414647808
55,corn,b,There was corn in the cooking pot.,b,The corn was off the cob.,match,pecher2006,-2.2238042993204936,EleutherAI/pythia-1.4b,1414647808
18,cucumber,b,There was cucumber in the salad.,a,The cucumber was whole.,mismatch,pecher2006,-2.5275247345368066,EleutherAI/pythia-1.4b,1414647808
18,cucumber,b,There was cucumber in the salad.,b,The cucumber was sliced.,match,pecher2006,-2.405477747321129,EleutherAI/pythia-1.4b,1414647808
56,eagle,b,There was an eagle in the sky.,a,The eagle's wings were folded.,mismatch,pecher2006,-2.303045426096235,EleutherAI/pythia-1.4b,1414647808
56,eagle,b,There was an eagle in the sky.,b,The eagle's wings were outstretched.,match,pecher2006,-1.758328717968349,EleutherAI/pythia-1.4b,1414647808
41,egg,b,There was an egg in the skillet.,a,The egg was whole.,mismatch,pecher2006,-2.450685453414917,EleutherAI/pythia-1.4b,1414647808
41,egg,b,There was an egg in the skillet.,b,The egg was frying.,match,pecher2006,-2.4658477902412415,EleutherAI/pythia-1.4b,1414647808
48,fish,b,There was fish in the oven.,a,The fish was whole.,mismatch,pecher2006,-2.596057856082916,EleutherAI/pythia-1.4b,1414647808
48,fish,b,There was fish in the oven.,b,The fish was filetted.,match,pecher2006,-3.2824818321636746,EleutherAI/pythia-1.4b,1414647808
22,frog,b,There was a frog in the pool.,a,The frog's legs were folded.,mismatch,pecher2006,-2.7797808136258806,EleutherAI/pythia-1.4b,1414647808
22,frog,b,There was a frog in the pool.,b,The frog's legs were outstretched.,match,pecher2006,-2.019807955450637,EleutherAI/pythia-1.4b,1414647808
13,garbage bag,b,There was a garbage bag in the dumpster.,a,The garbage bag was empty.,mismatch,pecher2006,-1.8478327294190724,EleutherAI/pythia-1.4b,1414647808
13,garbage bag,b,There was a garbage bag in the dumpster.,b,The garbage bag was full.,match,pecher2006,-2.0995800445477166,EleutherAI/pythia-1.4b,1414647808
14,goose,b,There was a goose in the sky.,a,The goose's wings were folded.,mismatch,pecher2006,-2.8933596866471425,EleutherAI/pythia-1.4b,1414647808
14,goose,b,There was a goose in the sky.,b,The goose's wings were outstretched.,match,pecher2006,-2.155155439123822,EleutherAI/pythia-1.4b,1414647808
37,hockey,b,There was a hockey player on the bench.,a,The hockey player was standing.,mismatch,pecher2006,-2.9363839738070965,EleutherAI/pythia-1.4b,1414647808
37,hockey,b,There was a hockey player on the bench.,b,The hockey player was sitting.,match,pecher2006,-3.009917945911487,EleutherAI/pythia-1.4b,1414647808
2,horse,b,There was a horse in the arena.,a,The horse was standing.,mismatch,pecher2006,-2.246937572956085,EleutherAI/pythia-1.4b,1414647808
2,horse,b,There was a horse in the arena.,b,The horse was sitting.,match,pecher2006,-2.6570316433906553,EleutherAI/pythia-1.4b,1414647808
29,hose,b,There was a hose on the lawn.,a,The hose was coiled.,mismatch,pecher2006,-2.353733791348835,EleutherAI/pythia-1.4b,1414647808
29,hose,b,There was a hose on the lawn.,b,The hose was extended.,match,pecher2006,-2.8322916507720945,EleutherAI/pythia-1.4b,1414647808
15,ice,b,There was ice in the gutter.,a,The ice was shaped into ice cubes.,mismatch,pecher2006,-3.074340581893921,EleutherAI/pythia-1.4b,1414647808
15,ice,b,There was ice in the gutter.,b,The ice was shaped into icicles.,match,pecher2006,-2.9532809399534017,EleutherAI/pythia-1.4b,1414647808
33,ketchup,b,There was ketchup on the plate.,a,The ketchup was in a bottle.,mismatch,pecher2006,-1.719468037597835,EleutherAI/pythia-1.4b,1414647808
33,ketchup,b,There was ketchup on the plate.,b,The ketchup was in a dollop.,match,pecher2006,-2.097294472809881,EleutherAI/pythia-1.4b,1414647808
19,lamp,b,There was a lamp on the table.,a,The lamp was tall.,mismatch,pecher2006,-2.637320029735565,EleutherAI/pythia-1.4b,1414647808
19,lamp,b,There was a lamp on the table.,b,The lamp was short.,match,pecher2006,-2.961412513256073,EleutherAI/pythia-1.4b,1414647808
49,lemon,b,There was lemon in the drink.,a,The lemon was whole.,mismatch,pecher2006,-2.984720993041992,EleutherAI/pythia-1.4b,1414647808
49,lemon,b,There was lemon in the drink.,b,The lemon was sliced.,match,pecher2006,-3.041093873977661,EleutherAI/pythia-1.4b,1414647808
38,lime,b,There was lime in the Corona bottle.,a,The lime was whole.,mismatch,pecher2006,-3.02012038230896,EleutherAI/pythia-1.4b,1414647808
38,lime,b,There was lime in the Corona bottle.,b,The lime was sliced.,match,pecher2006,-3.3142852067947386,EleutherAI/pythia-1.4b,1414647808
57,lobster,b,There was lobster in the salad.,a,The lobster was whole.,mismatch,pecher2006,-2.3202768800159297,EleutherAI/pythia-1.4b,1414647808
57,lobster,b,There was lobster in the salad.,b,The lobster was in pieces.,match,pecher2006,-2.157884132117033,EleutherAI/pythia-1.4b,1414647808
20,map,b,There was a map on the wall.,a,The map was folded.,mismatch,pecher2006,-2.869105100631714,EleutherAI/pythia-1.4b,1414647808
20,map,b,There was a map on the wall.,b,The map was spread out.,match,pecher2006,-2.6976129015286765,EleutherAI/pythia-1.4b,1414647808
8,match,b,There was a match in the ashtray.,a,The match was fresh.,mismatch,pecher2006,-3.062305581569672,EleutherAI/pythia-1.4b,1414647808
8,match,b,There was a match in the ashtray.,b,The match was burned.,match,pecher2006,-2.9646618723869325,EleutherAI/pythia-1.4b,1414647808
42,mushroom,b,There was mushroom in the soup.,a,The mushroom was whole.,mismatch,pecher2006,-2.9676833152770996,EleutherAI/pythia-1.4b,1414647808
42,mushroom,b,There was mushroom in the soup.,b,The mushroom was sliced.,match,pecher2006,-3.209592843055725,EleutherAI/pythia-1.4b,1414647808
43,newspaper,b,There was a newspaper on the rack.,a,The newspaper was rolled up.,mismatch,pecher2006,-2.839288279414177,EleutherAI/pythia-1.4b,1414647808
43,newspaper,b,There was a newspaper on the rack.,b,The newspaper was flat.,match,pecher2006,-3.386711096763611,EleutherAI/pythia-1.4b,1414647808
50,onion,b,There was onion in the batter.,a,The onion was whole.,mismatch,pecher2006,-2.8027573585510255,EleutherAI/pythia-1.4b,1414647808
50,onion,b,There was onion in the batter.,b,The onion was sliced.,match,pecher2006,-2.7523323774337767,EleutherAI/pythia-1.4b,1414647808
9,owl,b,There was an owl in the sky.,a,The owl's wings were folded.,mismatch,pecher2006,-2.086052086611744,EleutherAI/pythia-1.4b,1414647808
9,owl,b,There was an owl in the sky.,b,The owl's wings were outstretched.,match,pecher2006,-1.7036528558295685,EleutherAI/pythia-1.4b,1414647808
23,paint,b,There was paint in the drawing.,a,The paint was in a can.,mismatch,pecher2006,-2.572659977844783,EleutherAI/pythia-1.4b,1414647808
23,paint,b,There was paint in the drawing.,b,The paint was in a smear.,match,pecher2006,-2.9439715572765897,EleutherAI/pythia-1.4b,1414647808
44,pineapple,b,There was pineapple on the skewer.,a,The pineapple was whole.,mismatch,pecher2006,-2.227491229151686,EleutherAI/pythia-1.4b,1414647808
44,pineapple,b,There was pineapple on the skewer.,b,The pineapple was in chunks.,match,pecher2006,-2.27047798410058,EleutherAI/pythia-1.4b,1414647808
10,pumpkin,b,There was a pumpkin on the porch.,a,The pumpkin was whole.,mismatch,pecher2006,-3.03112872838974,EleutherAI/pythia-1.4b,1414647808
10,pumpkin,b,There was a pumpkin on the porch.,b,The pumpkin was carved.,match,pecher2006,-2.675692617893219,EleutherAI/pythia-1.4b,1414647808
45,sailboat,b,There was a sailboat on the lake.,a,The sailboat's sails were down.,mismatch,pecher2006,-2.1007286105304956,EleutherAI/pythia-1.4b,1414647808
45,sailboat,b,There was a sailboat on the lake.,b,The sailboat's sails were up.,match,pecher2006,-2.103354686871171,EleutherAI/pythia-1.4b,1414647808
3,scarf,b,There was a scarf on the floor.,a,The scarf was hanging.,mismatch,pecher2006,-3.482245481014252,EleutherAI/pythia-1.4b,1414647808
3,scarf,b,There was a scarf on the floor.,b,The scarf was crumpled.,match,pecher2006,-2.0806146155311063,EleutherAI/pythia-1.4b,1414647808
58,shirt,b,There was a shirt on the shelf.,a,The shirt was hanging.,mismatch,pecher2006,-3.207473373413086,EleutherAI/pythia-1.4b,1414647808
58,shirt,b,There was a shirt on the shelf.,b,The shirt was folded.,match,pecher2006,-2.889651346206665,EleutherAI/pythia-1.4b,1414647808
4,shoelace,b,There was a shoelace in the sneaker.,a,The shoelace was coiled.,mismatch,pecher2006,-2.0779051117715426,EleutherAI/pythia-1.4b,1414647808
4,shoelace,b,There was a shoelace in the sneaker.,b,The shoelace was tied.,match,pecher2006,-1.5587345883915467,EleutherAI/pythia-1.4b,1414647808
30,soap,b,There was soap in the bath.,a,The soap was in a bar.,mismatch,pecher2006,-2.4932089107377187,EleutherAI/pythia-1.4b,1414647808
30,soap,b,There was soap in the bath.,b,The soap was in a lather.,match,pecher2006,-2.532732956111431,EleutherAI/pythia-1.4b,1414647808
59,spaghetti,b,There was spaghetti in the bowl.,a,The spaghetti was straight.,mismatch,pecher2006,-2.2165400037359047,EleutherAI/pythia-1.4b,1414647808
59,spaghetti,b,There was spaghetti in the bowl.,b,The spaghetti was curvy.,match,pecher2006,-2.4982628740908694,EleutherAI/pythia-1.4b,1414647808
11,squid,b,There was squid in the pasta.,a,The squid was alive.,mismatch,pecher2006,-1.7997816208129127,EleutherAI/pythia-1.4b,1414647808
11,squid,b,There was squid in the pasta.,b,The squid was cooked.,match,pecher2006,-1.9113633139058948,EleutherAI/pythia-1.4b,1414647808
5,staple,b,There was a staple in the article.,a,The staple was U-shaped.,mismatch,pecher2006,-3.6490451438086375,EleutherAI/pythia-1.4b,1414647808
5,staple,b,There was a staple in the article.,b,The staple was clamped inward.,match,pecher2006,-4.732410686356681,EleutherAI/pythia-1.4b,1414647808
26,sugar,b,There was sugar on the spoon.,a,The sugar was in a dispenser.,mismatch,pecher2006,-2.9824415284674615,EleutherAI/pythia-1.4b,1414647808
26,sugar,b,There was sugar on the spoon.,b,The sugar was in a heap.,match,pecher2006,-3.013508439064026,EleutherAI/pythia-1.4b,1414647808
16,swiss knife,b,There was a swiss knife in his hand.,a,The swiss knife was closed.,mismatch,pecher2006,-2.268390949283327,EleutherAI/pythia-1.4b,1414647808
16,swiss knife,b,There was a swiss knife in his hand.,b,The swiss knife was open.,match,pecher2006,-2.125929104430335,EleutherAI/pythia-1.4b,1414647808
31,tape,b,There was tape on the box.,a,There tape was on a roll.,mismatch,pecher2006,-4.354719826153347,EleutherAI/pythia-1.4b,1414647808
31,tape,b,There was tape on the box.,b,The tape was in a strip.,match,pecher2006,-2.705390581062862,EleutherAI/pythia-1.4b,1414647808
27,tinfoil,b,There was tinfoil in the garbage.,a,The tinfoil was rolled up.,mismatch,pecher2006,-2.2588560078293085,EleutherAI/pythia-1.4b,1414647808
27,tinfoil,b,There was tinfoil in the garbage.,b,The tinfoil was crumpled up.,match,pecher2006,-1.8359611796215176,EleutherAI/pythia-1.4b,1414647808
60,tissue,b,There was a tissue in the trashcan.,a,The tissue was rectangular.,mismatch,pecher2006,-3.5685322284698486,EleutherAI/pythia-1.4b,1414647808
60,tissue,b,There was a tissue in the trashcan.,b,The tissue was balled up.,match,pecher2006,-2.30162294155785,EleutherAI/pythia-1.4b,1414647808
